"Event Date","Event Time","Tower Measurement Location","Height","Time Interval","Avg Wind Direction","Avg Wind Speed","Peak Wind Direction","Peak Wind Speed","Peak Wind Direction 10 Min","Peak Wind Speed 10 Min","Deviation","Temp","Temperature Difference","Dew Point","Relative Humidity","Barometric Pressure"
"06/30/2022","19:30:00","0002 NW  SE","6","5","","","","","","","","89.8","","74.6","61",""
"06/30/2022","19:30:00","0002 NW  SE","12","5","133","6","149","10","151","10","11","","","","",""
"06/30/2022","19:30:00","0002 NW  SE","54","5","127","7","144","11","144","11","10","83.6","-6.2","74.4","74",""
"06/30/2022","19:30:00","0002 NW  SE","90","5","130","7","147","12","147","12","10","","","","",""
"06/30/2022","19:30:00","0002 NW  SE","145","5","126","7","143","11","139","12","9","","","","",""
"06/30/2022","19:30:00","0002 NW  SE","204","5","131","8","141","11","141","11","7","82.1","","76.1","82",""
"06/30/2022","19:30:00","0006 NW  SE","6","5","","","","","","","","85.6","","76.4","74",""
"06/30/2022","19:30:00","0006 NW  SE","12","5","123","4","138","10","138","10","21","","","","",""
"06/30/2022","19:30:00","0006 NW  SE","54","5","126","7","113","12","113","12","13","83.6","-2.0","76.8","80",""
"06/30/2022","19:30:00","0006 NW  SE","162","5","127","8","116","12","116","12","9","","","","",""
"06/30/2022","19:30:00","0006 NW  SE","204","5","127","9","115","12","115","12","8","81.4","","75.4","82",""
"06/30/2022","19:30:00","SLC 40","150","5","","","","","","","","","","","",""
"06/30/2022","19:30:00","SLC 40","151","5","","","","","","","","","","","",""
"06/30/2022","19:30:00","SLC 40","152","5","","","","","","","","","","","",""
"06/30/2022","19:30:00","SLC 41","50","5","131","6","139","13","135","14","19","","","","",""
"06/30/2022","19:30:00","SLC 41","51","5","130","9","130","14","130","14","14","","","","",""
"06/30/2022","19:30:00","SLC 41","230","5","136","9","140","15","141","15","10","","","","",""
"06/30/2022","19:30:00","SLC 41","231","5","133","12","133","15","133","15","8","","","","",""
"06/30/2022","19:30:00","0110 NW  SE","6","5","","","","","","","","84.4","","74.8","73",""
"06/30/2022","19:30:00","0110 NW  SE","12","5","127","5","105","9","138","11","17","","","","",""
"06/30/2022","19:30:00","0110 NW  SE","54","5","128","7","148","12","132","12","15","82.7","-1.7","74.4","76",""
"06/30/2022","19:30:00","0110 NW  SE","162","5","129","10","142","14","142","14","10","","","","",""
"06/30/2022","19:30:00","0110 NW  SE","204","5","126","10","138","14","138","14","10","81.7","","73.8","77",""
"06/30/2022","19:30:00","0313 NE  SW","6","5","","","","","","","","84.7","","77.9","80","1018.7"
"06/30/2022","19:30:00","0313 NE  SW","12","5","125","5","126","8","126","8","30","","","","",""
"06/30/2022","19:30:00","0313 NE  SW","54","5","123","6","123","9","123","9","24","84.0","-0.7","76.4","78",""
"06/30/2022","19:30:00","0313 NE  SW","162","5","125","6","119","9","119","9","22","","","","",""
"06/30/2022","19:30:00","0313 NE  SW","204","5","125","6","119","9","119","9","19","82.5","","76.8","83",""
"06/30/2022","19:30:00","0313 NE  SW","295","5","","","","","","","","","","","",""
"06/30/2022","19:30:00","0313 NE  SW","394","5","","","","","","","","","","","",""
"06/30/2022","19:30:00","0313 NE  SW","492","5","","","","","","","","","","","73",""
"06/30/2022","19:30:00","0002 SE  SE","6","5","","","","","","","","87.0","","77.7","74",""
"06/30/2022","19:30:00","0002 SE  SE","12","5","136","7","123","12","123","12","12","","","","",""
"06/30/2022","19:30:00","0002 SE  SE","54","5","126","8","124","11","115","12","11","86.1","-0.9","76.9","74",""
"06/30/2022","19:30:00","0002 SE  SE","90","5","141","8","155","12","155","12","10","","","","",""
"06/30/2022","19:30:00","0002 SE  SE","145","5","131","10","128","12","128","12","8","","","","",""
"06/30/2022","19:30:00","0002 SE  SE","204","5","137","10","127","12","127","12","6","82.0","","74.8","79",""
"06/30/2022","19:30:00","0006 SE  SE","6","5","","","","","","","","85.8","","77.0","75",""
"06/30/2022","19:30:00","0006 SE  SE","12","5","129","5","138","10","137","11","27","","","","",""
"06/30/2022","19:30:00","0006 SE  SE","54","5","122","8","118","13","118","13","14","82.7","-3.1","75.1","78",""
"06/30/2022","19:30:00","0006 SE  SE","162","5","128","10","134","13","124","14","9","","","","",""
"06/30/2022","19:30:00","0006 SE  SE","204","5","129","11","132","14","134","14","8","80.7","","75.4","84",""
"06/30/2022","19:30:00","0110 SE  SE","6","5","","","","","","","","84.1","","74.5","73",""
"06/30/2022","19:30:00","0110 SE  SE","12","5","128","6","111","10","140","12","20","","","","",""
"06/30/2022","19:30:00","0110 SE  SE","54","5","135","9","143","13","138","14","16","82.7","-1.4","75.1","78",""
"06/30/2022","19:30:00","0110 SE  SE","162","5","134","11","124","15","124","15","12","","","","",""
"06/30/2022","19:30:00","0110 SE  SE","204","5","133","11","140","15","140","15","10","80.8","","72.1","75",""
"06/30/2022","19:30:00","0313 SW  SW","6","5","","","","","","","","84.8","","77.6","79",""
