"Event Date","Event Time","Tower Measurement Location","Height","Time Interval","Avg Wind Direction","Avg Wind Speed","Peak Wind Direction","Peak Wind Speed","Peak Wind Direction 10 Min","Peak Wind Speed 10 Min","Deviation","Temp","Temperature Difference","Dew Point","Relative Humidity","Barometric Pressure"
"12/05/2015","14:55:00","SLC 40","54","5","","","","","","","","","","","",""
"12/05/2015","14:55:00","SLC 41","230","5","60","25","61","28","60","28","3","","","","",""
"12/05/2015","14:55:00","SLC 41","231","5","64","23","64","28","66","28","3","","","","",""
"12/05/2015","14:55:00","0110 NW  SE","6","5","","","","","","","","75.9","","67.9","76",""
"12/05/2015","14:55:00","0110 NW  SE","12","5","61","9","48","20","48","20","19","","","","",""
"12/05/2015","14:55:00","0110 NW  SE","54","5","63","17","55","25","55","25","11","74.3","-1.6","68.0","81",""
"12/05/2015","14:55:00","0110 NW  SE","162","5","62","21","61","27","59","27","7","","","","",""
"12/05/2015","14:55:00","0110 NW  SE","204","5","63","23","70","27","64","28","6","73.1","","67.6","83",""
"12/05/2015","14:55:00","0110 SE  SE","6","5","","","","","","","","76.1","","68.2","76",""
"12/05/2015","14:55:00","0110 SE  SE","12","5","54","7","51","20","51","20","21","","","","",""
"12/05/2015","14:55:00","0110 SE  SE","54","5","57","17","52","25","52","25","11","74.7","-1.4","69.9","85",""
"12/05/2015","14:55:00","0110 SE  SE","162","5","56","21","51","26","57","26","7","","","","",""
"12/05/2015","14:55:00","0110 SE  SE","204","5","57","22","62","26","58","27","6","73.8","","67.0","79",""
"12/05/2015","14:55:00","0313 NE  NE","6","5","","","","","","","","76.7","","69.4","78","1026.7"
"12/05/2015","14:55:00","0313 NE  NE","12","5","70","7","66","16","66","16","18","","","","",""
"12/05/2015","14:55:00","0313 NE  NE","54","5","68","12","75","20","75","20","11","","","","",""
"12/05/2015","14:55:00","0313 NE  NE","162","5","68","14","85","20","77","23","9","","","","",""
"12/05/2015","14:55:00","0313 NE  NE","204","5","57","15","55","21","65","23","8","","","","",""
"12/05/2015","14:55:00","0313 NE  NE","295","5","57","18","68","25","68","25","7","","","","",""
