"Event Date","Event Time","Tower Measurement Location","Height","Time Interval","Avg Wind Direction","Avg Wind Speed","Peak Wind Direction","Peak Wind Speed","Peak Wind Direction 10 Min","Peak Wind Speed 10 Min","Deviation","Temp","Temperature Difference","Dew Point","Relative Humidity","Barometric Pressure"
"06/19/2022","00:30:00","0002 NW  SE","6","5","","","","","","","","74.9","","72.1","91",""
"06/19/2022","00:30:00","0002 NW  SE","12","5","239","4","255","7","255","7","14","","","","",""
"06/19/2022","00:30:00","0002 NW  SE","54","5","235","7","246","10","235","10","10","74.8","-0.1","70.3","86",""
"06/19/2022","00:30:00","0002 NW  SE","90","5","239","8","243","12","238","12","7","","","","",""
"06/19/2022","00:30:00","0002 NW  SE","145","5","232","10","233","13","233","13","6","","","","",""
"06/19/2022","00:30:00","0002 NW  SE","204","5","231","11","230","13","236","13","5","76.3","","71.8","86",""
"06/19/2022","00:30:00","0006 NW  SE","6","5","","","","","","","","73.6","","73.0","98",""
"06/19/2022","00:30:00","0006 NW  SE","12","5","238","2","247","6","224","6","21","","","","",""
"06/19/2022","00:30:00","0006 NW  SE","54","5","247","7","248","10","248","10","9","74.7","1.1","72.2","92",""
"06/19/2022","00:30:00","0006 NW  SE","162","5","243","11","243","13","243","13","5","","","","",""
"06/19/2022","00:30:00","0006 NW  SE","204","5","237","11","237","14","232","14","5","74.8","","71.0","88",""
"06/19/2022","00:30:00","SLC 40","150","5","","","","","","","","","","","",""
"06/19/2022","00:30:00","SLC 40","151","5","","","","","","","","","","","",""
"06/19/2022","00:30:00","SLC 40","152","5","","","","","","","","","","","",""
"06/19/2022","00:30:00","SLC 41","50","5","234","7","225","11","218","12","11","","","","",""
"06/19/2022","00:30:00","SLC 41","51","5","241","6","245","11","245","11","10","","","","",""
"06/19/2022","00:30:00","SLC 41","230","5","227","11","224","16","224","16","6","","","","",""
"06/19/2022","00:30:00","SLC 41","231","5","239","10","235","15","235","15","7","","","","",""
"06/19/2022","00:30:00","0313 NE  SW","6","5","","","","","","","","74.5","","72.3","93","1012.3"
"06/19/2022","00:30:00","0313 NE  SW","12","5","251","2","264","5","264","5","22","","","","",""
"06/19/2022","00:30:00","0313 NE  SW","54","5","223","5","213","8","213","8","12","74.2","-0.3","70.8","89",""
"06/19/2022","00:30:00","0313 NE  SW","162","5","226","8","220","12","220","12","6","","","","",""
"06/19/2022","00:30:00","0313 NE  SW","204","5","224","7","216","12","217","13","5","74.3","","70.8","89",""
"06/19/2022","00:30:00","0313 NE  SW","295","5","","","","","","","","","","","",""
"06/19/2022","00:30:00","0313 NE  SW","394","5","","","","","","","","","","","",""
"06/19/2022","00:30:00","0313 NE  SW","492","5","","","","","","","","","","","70",""
"06/19/2022","00:30:00","0002 SE  SE","6","5","","","","","","","","75.5","","73.0","92",""
"06/19/2022","00:30:00","0002 SE  SE","12","5","242","4","249","8","217","8","12","","","","",""
"06/19/2022","00:30:00","0002 SE  SE","54","5","235","7","243","11","243","11","9","75.5","0.0","72.4","90",""
"06/19/2022","00:30:00","0002 SE  SE","90","5","248","9","251","12","251","12","7","","","","",""
"06/19/2022","00:30:00","0002 SE  SE","145","5","236","11","235","13","241","13","6","","","","",""
"06/19/2022","00:30:00","0002 SE  SE","204","5","238","12","241","14","241","14","5","76.3","","70.8","83",""
"06/19/2022","00:30:00","0006 SE  SE","6","5","","","","","","","","74.1","","72.3","94",""
"06/19/2022","00:30:00","0006 SE  SE","12","5","247","3","247","6","242","7","17","","","","",""
"06/19/2022","00:30:00","0006 SE  SE","54","5","243","7","250","10","248","10","8","74.1","0.0","71.0","90",""
"06/19/2022","00:30:00","0006 SE  SE","162","5","243","12","248","14","248","14","5","","","","",""
"06/19/2022","00:30:00","0006 SE  SE","204","5","243","12","247","15","247","15","4","74.7","","71.9","91",""
"06/19/2022","00:30:00","0313 SW  SW","6","5","","","","","","","","74.5","","71.4","90",""
"06/19/2022","00:30:00","0313 SW  SW","12","5","250","2","244","5","244","5","25","","","","",""
"06/19/2022","00:30:00","0313 SW  SW","54","5","226","6","238","8","227","10","13","73.6","-0.9","71.1","92",""
"06/19/2022","00:30:00","0313 SW  SW","162","5","232","11","232","13","234","13","5","","","","",""
"06/19/2022","00:30:00","0313 SW  SW","204","5","228","11","233","13","233","13","5","73.8","","70.0","88",""
"06/19/2022","00:30:00","0313 SW  SW","295","5","","","","","","","","","","","",""
"06/19/2022","00:30:00","0313 SW  SW","394","5","","","","","","","","","","","",""
"06/19/2022","00:30:00","0313 SW  SW","492","5","","","","","","","","","","","",""
"06/19/2022","00:30:00","0110 NW  NW","6","5","","","","","","","","74.7","","72.2","92",""
"06/19/2022","00:30:00","0110 NW  NW","12","5","230","3","227","7","239","9","37","","","","",""
"06/19/2022","00:30:00","0110 NW  NW","54","5","242","8","234","10","247","11","10","74.1","-0.6","71.6","92",""
"06/19/2022","00:30:00","0110 NW  NW","162","5","232","10","231","14","231","14","6","","","","",""
"06/19/2022","00:30:00","0110 NW  NW","204","5","228","10","236","13","236","13","6","73.8","","71.3","92",""
"06/19/2022","00:30:00","0110 SE  NW","6","5","","","","","","","","74.7","","71.9","91",""
"06/19/2022","00:30:00","0110 SE  NW","12","5","234","3","246","9","246","9","31","","","","",""
"06/19/2022","00:30:00","0110 SE  NW","54","5","243","9","235","12","235","12","8","74.4","-0.3","72.9","95",""
"06/19/2022","00:30:00","0110 SE  NW","162","5","238","11","232","14","232","14","5","","","","",""
"06/19/2022","00:30:00","0110 SE  NW","204","5","235","11","241","14","241","14","6","73.2","","70.4","91",""
"06/19/2022","00:30:00","VAB 01","195","5","","","","","","","","85.0","","71.9","65",""
"06/19/2022","00:30:00","VAB 01","359","5","","","","","","","","86.3","","69.3","57",""
"06/19/2022","00:35:00","0002 NW  SE","6","5","","","","","","","","74.8","","72.0","91",""
"06/19/2022","00:35:00","0002 NW  SE","12","5","251","3","265","6","255","7","14","","","","",""
"06/19/2022","00:35:00","0002 NW  SE","54","5","243","6","245","8","246","10","9","74.6","-0.2","70.5","87",""
"06/19/2022","00:35:00","0002 NW  SE","90","5","247","7","243","9","243","12","7","","","","",""
"06/19/2022","00:35:00","0002 NW  SE","145","5","240","9","243","11","233","13","6","","","","",""
"06/19/2022","00:35:00","0002 NW  SE","204","5","236","11","235","13","230","13","5","76.2","","71.7","86",""
"06/19/2022","00:35:00","0006 NW  SE","6","5","","","","","","","","73.4","","72.8","98",""
"06/19/2022","00:35:00","0006 NW  SE","12","5","242","2","233","6","233","6","21","","","","",""
"06/19/2022","00:35:00","0006 NW  SE","54","5","247","7","239","10","239","10","10","74.6","1.2","72.1","92",""
"06/19/2022","00:35:00","0006 NW  SE","162","5","244","11","252","14","252","14","5","","","","",""
"06/19/2022","00:35:00","0006 NW  SE","204","5","238","12","239","14","239","14","5","74.9","","70.8","87",""
"06/19/2022","00:35:00","SLC 40","150","5","","","","","","","","","","","",""
"06/19/2022","00:35:00","SLC 40","151","5","","","","","","","","","","","",""
"06/19/2022","00:35:00","SLC 40","152","5","","","","","","","","","","","",""
"06/19/2022","00:35:00","SLC 41","50","5","231","10","223","14","223","14","10","","","","",""
"06/19/2022","00:35:00","SLC 41","51","5","236","7","234","12","234","12","11","","","","",""
"06/19/2022","00:35:00","SLC 41","230","5","229","14","234","16","234","16","6","","","","",""
"06/19/2022","00:35:00","SLC 41","231","5","239","12","243","16","243","16","7","","","","",""
"06/19/2022","00:35:00","0313 NE  SW","6","5","","","","","","","","74.4","","72.6","94","1012.3"
"06/19/2022","00:35:00","0313 NE  SW","12","5","250","2","256","5","256","5","21","","","","",""
"06/19/2022","00:35:00","0313 NE  SW","54","5","228","4","215","8","213","8","12","74.1","-0.3","70.7","89",""
"06/19/2022","00:35:00","0313 NE  SW","162","5","234","7","233","10","220","12","6","","","","",""
"06/19/2022","00:35:00","0313 NE  SW","204","5","230","8","233","11","216","12","4","74.2","","70.8","89",""
"06/19/2022","00:35:00","0313 NE  SW","295","5","","","","","","","","","","","",""
"06/19/2022","00:35:00","0313 NE  SW","394","5","","","","","","","","","","","",""
"06/19/2022","00:35:00","0313 NE  SW","492","5","","","","","","","","","","","75",""
"06/19/2022","00:35:00","0002 SE  SE","6","5","","","","","","","","75.1","","72.9","93",""
"06/19/2022","00:35:00","0002 SE  SE","12","5","251","4","254","6","249","8","12","","","","",""
"06/19/2022","00:35:00","0002 SE  SE","54","5","243","6","241","9","243","11","9","75.3","0.2","72.2","90",""
"06/19/2022","00:35:00","0002 SE  SE","90","5","256","8","248","10","251","12","7","","","","",""
