"Event Date","Event Time","Mill Number","One Minute Mean"
"10/06/2017","04:03:00","1","114"
"10/06/2017","04:03:00","2","159"
"10/06/2017","04:03:00","4","241"
"10/06/2017","04:03:00","5","103"
"10/06/2017","04:03:00","6","5"
"10/06/2017","04:03:00","7","113"
"10/06/2017","04:03:00","8","216"
"10/06/2017","04:03:00","9","212"
"10/06/2017","04:03:00","10","135"
"10/06/2017","04:03:00","11","190"
"10/06/2017","04:03:00","12","126"
"10/06/2017","04:03:00","13","237"
"10/06/2017","04:03:00","16","206"
"10/06/2017","04:03:00","17","132"
"10/06/2017","04:03:00","19","109"
"10/06/2017","04:03:00","20","143"
"10/06/2017","04:03:00","21","98"
"10/06/2017","04:03:00","22","111"
"10/06/2017","04:03:00","26","192"
"10/06/2017","04:03:00","27","155"
"10/06/2017","04:03:00","28","154"
"10/06/2017","04:03:00","29","118"
"10/06/2017","04:03:00","30","110"
"10/06/2017","04:03:00","32","92"
"10/06/2017","04:03:00","34","110"
"10/06/2017","04:04:00","1","127"
"10/06/2017","04:04:00","2","163"
"10/06/2017","04:04:00","4","229"
"10/06/2017","04:04:00","5","101"
"10/06/2017","04:04:00","6","5"
"10/06/2017","04:04:00","7","117"
"10/06/2017","04:04:00","8","207"
"10/06/2017","04:04:00","9","219"
"10/06/2017","04:04:00","10","138"
"10/06/2017","04:04:00","11","187"
"10/06/2017","04:04:00","12","125"
"10/06/2017","04:04:00","13","204"
"10/06/2017","04:04:00","14","111"
"10/06/2017","04:04:00","16","204"
"10/06/2017","04:04:00","17","132"
"10/06/2017","04:04:00","19","113"
"10/06/2017","04:04:00","20","134"
"10/06/2017","04:04:00","21","92"
"10/06/2017","04:04:00","22","108"
"10/06/2017","04:04:00","26","175"
"10/06/2017","04:04:00","27","158"
"10/06/2017","04:04:00","28","199"
"10/06/2017","04:04:00","29","114"
"10/06/2017","04:04:00","30","109"
"10/06/2017","04:04:00","32","87"
"10/06/2017","04:04:00","34","111"
"10/06/2017","04:05:00","1","117"
"10/06/2017","04:05:00","2","173"
"10/06/2017","04:05:00","4","230"
"10/06/2017","04:05:00","5","101"
"10/06/2017","04:05:00","6","5"
"10/06/2017","04:05:00","7","126"
"10/06/2017","04:05:00","8","217"
"10/06/2017","04:05:00","9","220"
"10/06/2017","04:05:00","10","137"
"10/06/2017","04:05:00","11","177"
"10/06/2017","04:05:00","12","123"
"10/06/2017","04:05:00","13","219"
"10/06/2017","04:05:00","14","134"
"10/06/2017","04:05:00","16","196"
"10/06/2017","04:05:00","17","138"
"10/06/2017","04:05:00","19","110"
"10/06/2017","04:05:00","20","135"
"10/06/2017","04:05:00","21","91"
"10/06/2017","04:05:00","22","109"
"10/06/2017","04:05:00","26","178"
"10/06/2017","04:05:00","27","157"
"10/06/2017","04:05:00","28","227"
"10/06/2017","04:05:00","29","109"
"10/06/2017","04:05:00","30","112"
"10/06/2017","04:05:00","32","88"
"10/06/2017","04:05:00","34","115"
"10/06/2017","04:06:00","1","124"
"10/06/2017","04:06:00","2","146"
"10/06/2017","04:06:00","4","211"
"10/06/2017","04:06:00","5","108"
"10/06/2017","04:06:00","6","4"
"10/06/2017","04:06:00","7","110"
"10/06/2017","04:06:00","8","226"
"10/06/2017","04:06:00","9","232"
"10/06/2017","04:06:00","10","132"
"10/06/2017","04:06:00","11","174"
"10/06/2017","04:06:00","12","124"
"10/06/2017","04:06:00","13","219"
"10/06/2017","04:06:00","14","138"
"10/06/2017","04:06:00","16","205"
"10/06/2017","04:06:00","17","131"
"10/06/2017","04:06:00","19","115"
"10/06/2017","04:06:00","20","133"
"10/06/2017","04:06:00","21","88"
"10/06/2017","04:06:00","22","107"
"10/06/2017","04:06:00","26","166"
"10/06/2017","04:06:00","27","151"
"10/06/2017","04:06:00","28","227"
"10/06/2017","04:06:00","29","109"
"10/06/2017","04:06:00","30","117"
"10/06/2017","04:06:00","32","85"
"10/06/2017","04:06:00","34","120"
"10/06/2017","04:07:00","1","128"
"10/06/2017","04:07:00","2","155"
"10/06/2017","04:07:00","4","223"
"10/06/2017","04:07:00","5","108"
"10/06/2017","04:07:00","6","5"
"10/06/2017","04:07:00","7","99"
"10/06/2017","04:07:00","8","228"
"10/06/2017","04:07:00","9","229"
"10/06/2017","04:07:00","10","126"
"10/06/2017","04:07:00","11","174"
"10/06/2017","04:07:00","12","128"
"10/06/2017","04:07:00","13","244"
"10/06/2017","04:07:00","14","134"
"10/06/2017","04:07:00","16","192"
"10/06/2017","04:07:00","17","135"
"10/06/2017","04:07:00","19","118"
"10/06/2017","04:07:00","20","137"
"10/06/2017","04:07:00","21","86"
"10/06/2017","04:07:00","22","107"
"10/06/2017","04:07:00","26","174"
"10/06/2017","04:07:00","27","148"
"10/06/2017","04:07:00","28","248"
"10/06/2017","04:07:00","29","105"
"10/06/2017","04:07:00","30","124"
"10/06/2017","04:07:00","32","92"
"10/06/2017","04:07:00","34","131"
"10/06/2017","04:08:00","1","145"
"10/06/2017","04:08:00","2","144"
"10/06/2017","04:08:00","4","232"
"10/06/2017","04:08:00","5","116"
"10/06/2017","04:08:00","6","5"
"10/06/2017","04:08:00","7","94"
"10/06/2017","04:08:00","8","245"
"10/06/2017","04:08:00","9","221"
"10/06/2017","04:08:00","10","125"
"10/06/2017","04:08:00","11","162"
"10/06/2017","04:08:00","12","132"
"10/06/2017","04:08:00","13","191"
"10/06/2017","04:08:00","14","134"
"10/06/2017","04:08:00","16","195"
"10/06/2017","04:08:00","17","139"
"10/06/2017","04:08:00","19","122"
"10/06/2017","04:08:00","20","131"
"10/06/2017","04:08:00","21","77"
"10/06/2017","04:08:00","22","107"
"10/06/2017","04:08:00","26","179"
"10/06/2017","04:08:00","27","147"
"10/06/2017","04:08:00","28","255"
"10/06/2017","04:08:00","29","101"
"10/06/2017","04:08:00","30","130"
"10/06/2017","04:08:00","32","103"
"10/06/2017","04:08:00","34","137"
"10/06/2017","04:09:00","1","119"
"10/06/2017","04:09:00","2","153"
"10/06/2017","04:09:00","4","227"
"10/06/2017","04:09:00","5","111"
"10/06/2017","04:09:00","6","4"
"10/06/2017","04:09:00","7","95"
"10/06/2017","04:09:00","8","226"
"10/06/2017","04:09:00","9","219"
"10/06/2017","04:09:00","10","134"
"10/06/2017","04:09:00","11","162"
"10/06/2017","04:09:00","12","131"
"10/06/2017","04:09:00","13","221"
"10/06/2017","04:09:00","14","138"
"10/06/2017","04:09:00","16","174"
"10/06/2017","04:09:00","17","143"
"10/06/2017","04:09:00","19","111"
"10/06/2017","04:09:00","20","128"
"10/06/2017","04:09:00","21","84"
"10/06/2017","04:09:00","22","127"
"10/06/2017","04:09:00","26","176"
"10/06/2017","04:09:00","27","150"
"10/06/2017","04:09:00","28","275"
"10/06/2017","04:09:00","29","97"
"10/06/2017","04:09:00","30","137"
"10/06/2017","04:09:00","32","113"
"10/06/2017","04:09:00","34","141"
"10/06/2017","04:10:00","1","136"
"10/06/2017","04:10:00","2","148"
"10/06/2017","04:10:00","4","211"
"10/06/2017","04:10:00","5","119"
"10/06/2017","04:10:00","6","5"
"10/06/2017","04:10:00","7","102"
"10/06/2017","04:10:00","8","222"
"10/06/2017","04:10:00","9","213"
"10/06/2017","04:10:00","10","138"
"10/06/2017","04:10:00","11","161"
"10/06/2017","04:10:00","12","129"
"10/06/2017","04:10:00","13","163"
"10/06/2017","04:10:00","14","139"
"10/06/2017","04:10:00","16","168"
"10/06/2017","04:10:00","17","147"
"10/06/2017","04:10:00","19","116"
"10/06/2017","04:10:00","20","138"
"10/06/2017","04:10:00","21","91"
"10/06/2017","04:10:00","22","132"
"10/06/2017","04:10:00","26","208"
"10/06/2017","04:10:00","27","163"
"10/06/2017","04:10:00","28","291"
"10/06/2017","04:10:00","29","94"
"10/06/2017","04:10:00","30","138"
"10/06/2017","04:10:00","32","127"
"10/06/2017","04:10:00","34","134"
"10/06/2017","04:11:00","1","119"
"10/06/2017","04:11:00","2","138"
"10/06/2017","04:11:00","4","231"
"10/06/2017","04:11:00","5","110"
"10/06/2017","04:11:00","6","5"
"10/06/2017","04:11:00","7","116"
"10/06/2017","04:11:00","8","204"
"10/06/2017","04:11:00","9","218"
"10/06/2017","04:11:00","10","139"
"10/06/2017","04:11:00","11","163"
"10/06/2017","04:11:00","12","130"
"10/06/2017","04:11:00","13","196"
"10/06/2017","04:11:00","14","139"
"10/06/2017","04:11:00","16","169"
"10/06/2017","04:11:00","17","154"
"10/06/2017","04:11:00","19","117"
"10/06/2017","04:11:00","20","131"
"10/06/2017","04:11:00","21","96"
"10/06/2017","04:11:00","22","136"
"10/06/2017","04:11:00","26","191"
"10/06/2017","04:11:00","27","157"
"10/06/2017","04:11:00","28","302"
"10/06/2017","04:11:00","29","93"
"10/06/2017","04:11:00","30","136"
"10/06/2017","04:11:00","32","136"
"10/06/2017","04:11:00","34","132"
"10/06/2017","04:12:00","1","116"
"10/06/2017","04:12:00","2","142"
