"Event Date","Event Time","Tower Measurement Location","Height","Time Interval","Avg Wind Direction","Avg Wind Speed","Peak Wind Direction","Peak Wind Speed","Peak Wind Direction 10 Min","Peak Wind Speed 10 Min","Deviation","Temp","Temperature Difference","Dew Point","Relative Humidity","Barometric Pressure"
"10/06/2017","04:05:00","0002 NW  SE","6","5","","","","","","","","79.5","","75.5","88",""
"10/06/2017","04:05:00","0002 NW  SE","12","5","109","4","82","7","101","8","18","","","","",""
"10/06/2017","04:05:00","0002 NW  SE","54","5","100","7","89","12","103","12","11","79.8","0.3","74.9","85",""
"10/06/2017","04:05:00","0002 NW  SE","90","5","101","10","104","12","98","13","7","","","","",""
"10/06/2017","04:05:00","0002 NW  SE","145","5","103","12","105","14","106","15","5","","","","",""
"10/06/2017","04:05:00","0002 NW  SE","204","5","105","11","105","16","108","16","5","79.7","","","",""
"10/06/2017","04:05:00","0006 NW  SE","6","5","","","","","","","","79.7","","76.7","91",""
"10/06/2017","04:05:00","0006 NW  SE","12","5","95","3","99","6","103","7","15","","","","",""
"10/06/2017","04:05:00","0006 NW  SE","54","5","99","6","104","10","111","11","10","79.6","-0.1","75.8","88",""
"10/06/2017","04:05:00","0006 NW  SE","162","5","107","11","109","13","107","15","2","","","","",""
"10/06/2017","04:05:00","0006 NW  SE","204","5","98","10","98","12","99","13","2","79.5","","75.9","89",""
"10/06/2017","04:05:00","SLC 40","54","5","","","","","","","","","","","",""
"10/06/2017","04:05:00","SLC 41","230","5","111","9","105","12","100","14","5","","","","",""
"10/06/2017","04:05:00","SLC 41","231","5","110","14","109","16","109","16","3","","","","",""
"10/06/2017","04:05:00","0110 NW  SE","6","5","","","","","","","","79.1","","75.0","87",""
"10/06/2017","04:05:00","0110 NW  SE","12","5","108","4","99","7","103","8","12","","","","",""
"10/06/2017","04:05:00","0110 NW  SE","54","5","105","7","112","10","95","11","8","79.9","0.9","75.7","87",""
"10/06/2017","04:05:00","0110 NW  SE","162","5","108","12","110","14","110","14","6","","","","",""
"10/06/2017","04:05:00","0110 NW  SE","204","5","101","14","100","16","100","16","4","79.9","","75.0","85",""
"10/06/2017","04:05:00","0002 SE  SE","6","5","","","","","","","","80.0","","72.4","78",""
"10/06/2017","04:05:00","0002 SE  SE","12","5","107","4","114","8","85","9","20","","","","",""
"10/06/2017","04:05:00","0002 SE  SE","54","5","102","8","104","12","95","12","13","79.6","-0.5","75.6","88",""
"10/06/2017","04:05:00","0002 SE  SE","90","5","102","11","102","13","104","15","9","","","","",""
"10/06/2017","04:05:00","0002 SE  SE","145","5","99","13","100","14","100","16","6","","","","",""
"10/06/2017","04:05:00","0002 SE  SE","204","5","104","13","109","15","105","16","5","79.6","","78.1","95",""
"10/06/2017","04:05:00","0006 SE  SE","6","5","","","","","","","","79.1","","75.3","88",""
"10/06/2017","04:05:00","0006 SE  SE","12","5","98","3","76","7","106","8","19","","","","",""
"10/06/2017","04:05:00","0006 SE  SE","54","5","95","7","100","10","97","12","11","79.7","0.6","73.8","82",""
"10/06/2017","04:05:00","0006 SE  SE","162","5","100","12","102","14","105","15","3","","","","",""
"10/06/2017","04:05:00","0006 SE  SE","204","5","103","13","107","15","106","15","2","79.9","","75.3","86",""
"10/06/2017","04:05:00","0110 SE  SE","6","5","","","","","","","","81.0","","77.7","90",""
"10/06/2017","04:05:00","0110 SE  SE","12","5","110","14","101","20","123","24","13","","","","",""
"10/06/2017","04:05:00","0110 SE  SE","54","5","104","8","99","11","99","11","10","79.9","-1.1","74.5","84",""
"10/06/2017","04:05:00","0110 SE  SE","162","5","108","13","111","15","111","15","6","","","","",""
"10/06/2017","04:05:00","0110 SE  SE","204","5","92","13","90","15","90","15","5","79.7","","74.8","85",""
"10/06/2017","04:05:00","0313 NE  NE","6","5","","","","","","","","76.0","","75.0","97","1014.5"
"10/06/2017","04:05:00","0313 NE  NE","12","5","139","2","143","4","143","4","25","","","","",""
"10/06/2017","04:05:00","0313 NE  NE","54","5","123","5","125","8","125","8","11","78.1","2.0","74.4","89",""
"10/06/2017","04:05:00","0313 NE  NE","162","5","117","9","121","11","121","11","7","","","","",""
"10/06/2017","04:05:00","0313 NE  NE","204","5","118","10","119","13","119","13","6","79.2","","75.1","87",""
"10/06/2017","04:05:00","0313 NE  NE","295","5","101","12","107","14","107","14","5","","","","",""
"10/06/2017","04:05:00","0313 NE  NE","394","5","123","14","121","15","121","15","5","","","","",""
"10/06/2017","04:05:00","0313 NE  NE","492","5","114","15","112","16","112","16","4","","","","87",""
"10/06/2017","04:05:00","0313 SW  NE","6","5","","","","","","","","75.8","","74.3","95","1014.6"
"10/06/2017","04:05:00","0313 SW  NE","12","5","179","2","151","4","151","4","22","","","","",""
"10/06/2017","04:05:00","0313 SW  NE","54","5","113","5","106","8","106","8","11","78.1","2.3","74.2","88",""
"10/06/2017","04:05:00","0313 SW  NE","162","5","115","9","118","12","118","12","6","","","","",""
"10/06/2017","04:05:00","0313 SW  NE","204","5","111","10","97","12","111","12","6","","","","",""
"10/06/2017","04:05:00","0313 SW  NE","295","5","111","13","114","16","114","16","5","","","","",""
"10/06/2017","04:05:00","0313 SW  NE","394","5","111","14","106","16","106","16","4","","","","",""
"10/06/2017","04:05:00","0313 SW  NE","492","5","106","16","103","17","103","17","4","78.2","","60.0","54",""
"10/06/2017","04:10:00","0002 NW  SE","6","5","","","","","","","","79.4","","75.7","89",""
"10/06/2017","04:10:00","0002 NW  SE","12","5","108","3","110","6","82","7","16","","","","",""
"10/06/2017","04:10:00","0002 NW  SE","54","5","100","8","106","11","89","12","10","79.8","0.4","74.9","85",""
"10/06/2017","04:10:00","0002 NW  SE","90","5","103","9","104","12","104","12","6","","","","",""
"10/06/2017","04:10:00","0002 NW  SE","145","5","107","13","104","14","104","14","4","","","","",""
"10/06/2017","04:10:00","0002 NW  SE","204","5","108","12","108","16","108","16","4","79.8","","","",""
"10/06/2017","04:10:00","0006 NW  SE","6","5","","","","","","","","79.7","","76.8","91",""
"10/06/2017","04:10:00","0006 NW  SE","12","5","89","3","86","6","99","6","16","","","","",""
"10/06/2017","04:10:00","0006 NW  SE","54","5","95","6","108","9","104","10","11","79.6","-0.1","75.8","88",""
"10/06/2017","04:10:00","0006 NW  SE","162","5","105","10","106","12","109","13","3","","","","",""
"10/06/2017","04:10:00","0006 NW  SE","204","5","97","9","102","12","102","12","2","79.4","","75.9","89",""
"10/06/2017","04:10:00","SLC 40","54","5","","","","","","","","","","","",""
"10/06/2017","04:10:00","SLC 41","230","5","108","10","104","14","104","14","5","","","","",""
"10/06/2017","04:10:00","SLC 41","231","5","109","14","108","16","109","16","3","","","","",""
"10/06/2017","04:10:00","0110 NW  SE","6","5","","","","","","","","79.2","","74.8","87",""
"10/06/2017","04:10:00","0110 NW  SE","12","5","106","5","78","8","78","8","12","","","","",""
"10/06/2017","04:10:00","0110 NW  SE","54","5","105","8","93","12","93","12","8","80.0","0.9","75.5","86",""
"10/06/2017","04:10:00","0110 NW  SE","162","5","108","13","110","15","110","15","5","","","","",""
