"Event Date","Event Time","Tower Measurement Location","Height","Time Interval","Avg Wind Direction","Avg Wind Speed","Peak Wind Direction","Peak Wind Speed","Peak Wind Direction 10 Min","Peak Wind Speed 10 Min","Deviation","Temp","Temperature Difference","Dew Point","Relative Humidity","Barometric Pressure"
"08/30/2020","19:20:00","0002 NW  SE","6","5","","","","","","","","75.6","","","",""
"08/30/2020","19:20:00","0002 NW  SE","12","5","226","3","224","6","224","6","23","","","","",""
"08/30/2020","19:20:00","0002 NW  SE","54","5","229","5","212","7","212","7","19","75.6","0.0","74.7","97",""
"08/30/2020","19:20:00","0002 NW  SE","90","5","235","6","224","8","236","8","18","","","","",""
"08/30/2020","19:20:00","0002 NW  SE","145","5","231","7","234","9","238","10","17","","","","",""
"08/30/2020","19:20:00","0002 NW  SE","204","5","235","8","229","10","247","11","14","75.4","","75.1","99",""
"08/30/2020","19:20:00","0006 NW  SE","6","5","","","","","","","","77.8","","77.5","99",""
"08/30/2020","19:20:00","0006 NW  SE","12","5","224","2","239","7","239","7","19","","","","",""
"08/30/2020","19:20:00","0006 NW  SE","54","5","231","5","227","10","227","10","15","77.7","-0.1","76.5","96",""
"08/30/2020","19:20:00","0006 NW  SE","162","5","227","7","229","11","229","11","11","","","","",""
"08/30/2020","19:20:00","0006 NW  SE","204","5","227","8","221","11","221","11","10","75.6","","75.3","99",""
"08/30/2020","19:20:00","SLC 40","150","5","","","","","","","","","","","",""
"08/30/2020","19:20:00","SLC 40","151","5","","","","","","","","","","","",""
"08/30/2020","19:20:00","SLC 40","152","5","","","","","","","","","","","",""
"08/30/2020","19:20:00","SLC 41","50","5","209","5","216","9","203","10","13","","","","",""
"08/30/2020","19:20:00","SLC 41","51","5","222","5","232","8","229","9","13","","","","",""
"08/30/2020","19:20:00","SLC 41","230","5","210","8","212","10","211","11","7","","","","",""
"08/30/2020","19:20:00","SLC 41","231","5","215","8","219","10","219","10","7","","","","",""
"08/30/2020","19:20:00","0110 NW  SE","6","5","","","","","","","","77.9","","","",""
"08/30/2020","19:20:00","0110 NW  SE","12","5","207","4","181","8","207","8","19","","","","",""
"08/30/2020","19:20:00","0110 NW  SE","54","5","211","7","216","10","217","11","8","77.1","-0.8","73.3","88",""
"08/30/2020","19:20:00","0110 NW  SE","162","5","209","8","208","10","231","11","6","","","","",""
"08/30/2020","19:20:00","0110 NW  SE","204","5","205","8","205","9","215","11","6","76.8","","73.0","88",""
"08/30/2020","19:20:00","0313 NE  SW","6","5","","","","","","","","81.1","","75.1","82","1012.5"
"08/30/2020","19:20:00","0313 NE  SW","12","5","198","3","195","7","183","8","20","","","","",""
"08/30/2020","19:20:00","0313 NE  SW","54","5","210","5","212","11","203","13","18","79.9","-1.2","76.0","88",""
"08/30/2020","19:20:00","0313 NE  SW","162","5","209","7","209","11","212","12","9","","","","",""
"08/30/2020","19:20:00","0313 NE  SW","204","5","207","7","203","11","205","14","9","79.2","","73.6","83",""
"08/30/2020","19:20:00","0313 NE  SW","295","5","200","7","202","13","191","14","8","","","","",""
"08/30/2020","19:20:00","0313 NE  SW","394","5","226","15","224","20","226","24","9","","","","",""
"08/30/2020","19:20:00","0313 NE  SW","492","5","","","","","","","","","","","84",""
"08/30/2020","19:20:00","0002 SE  SE","6","5","","","","","","","","77.0","","76.7","99",""
"08/30/2020","19:20:00","0002 SE  SE","12","5","236","4","248","7","248","7","22","","","","",""
"08/30/2020","19:20:00","0002 SE  SE","54","5","238","5","221","7","221","7","19","77.0","0.0","75.5","95",""
"08/30/2020","19:20:00","0002 SE  SE","90","5","240","6","220","9","230","9","18","","","","",""
"08/30/2020","19:20:00","0002 SE  SE","145","5","238","7","238","9","231","10","17","","","","",""
