"Event Date","Event Time","Tower Measurement Location","Height","Time Interval","Avg Wind Direction","Avg Wind Speed","Peak Wind Direction","Peak Wind Speed","Peak Wind Direction 10 Min","Peak Wind Speed 10 Min","Deviation","Temp","Temperature Difference","Dew Point","Relative Humidity","Barometric Pressure"
"02/24/2016","19:15:00","0002 NW  SE","6","5","","","","","","","","77.0","","71.7","84",""
"02/24/2016","19:15:00","0002 NW  SE","12","5","190","8","196","14","196","14","17","","","","",""
"02/24/2016","19:15:00","0002 NW  SE","54","5","187","15","189","20","189","23","8","76.0","-1.0","70.3","83",""
"02/24/2016","19:15:00","0002 NW  SE","90","5","197","18","197","22","204","23","6","","","","",""
"02/24/2016","19:15:00","0002 NW  SE","145","5","194","22","193","25","199","25","4","","","","",""
"02/24/2016","19:15:00","0002 NW  SE","204","5","196","24","195","27","195","27","3","76.2","","70.2","82",""
"02/24/2016","19:15:00","0006 NW  SE","6","5","","","","","","","","80.0","","71.9","76",""
"02/24/2016","19:15:00","0006 NW  SE","12","5","200","8","190","17","204","22","21","","","","",""
"02/24/2016","19:15:00","0006 NW  SE","54","5","196","15","193","24","214","25","14","79.2","-0.8","71.9","78",""
"02/24/2016","19:15:00","0006 NW  SE","162","5","202","20","204","28","210","30","9","","","","",""
"02/24/2016","19:15:00","0006 NW  SE","204","5","182","22","177","29","193","32","8","78.2","","70.2","77",""
"02/24/2016","19:15:00","SLC 40","54","5","","","","","","","","","","","",""
"02/24/2016","19:15:00","SLC 41","230","5","201","29","200","33","200","33","4","","","","",""
"02/24/2016","19:15:00","SLC 41","231","5","209","27","209","32","209","32","6","","","","",""
"02/24/2016","19:15:00","0110 NW  SE","6","5","","","","","","","","78.7","","71.4","78",""
"02/24/2016","19:15:00","0110 NW  SE","12","5","202","9","216","17","216","17","23","","","","",""
"02/24/2016","19:15:00","0110 NW  SE","54","5","203","19","206","29","206","29","11","77.8","-0.9","70.1","77",""
"02/24/2016","19:15:00","0110 NW  SE","162","5","220","27","229","32","229","32","7","","","","",""
"02/24/2016","19:15:00","0110 NW  SE","204","5","209","29","206","35","206","35","6","78.1","","69.9","76",""
"02/24/2016","19:15:00","0313 NE  SW","6","5","","","","","","","","81.2","","70.6","70","1008.7"
"02/24/2016","19:15:00","0313 NE  SW","12","5","204","6","181","16","207","19","24","","","","",""
