"Event Date","Event Time","Tower Measurement Location","Height","Time Interval","Avg Wind Direction","Avg Wind Speed","Peak Wind Direction","Peak Wind Speed","Peak Wind Direction 10 Min","Peak Wind Speed 10 Min","Deviation","Temp","Temperature Difference","Dew Point","Relative Humidity","Barometric Pressure"
"07/01/2022","19:15:00","0002 NW  SE","6","5","","","","","","","","89.7","","75.4","63",""
"07/01/2022","19:15:00","0002 NW  SE","12","5","149","9","148","14","148","14","12","","","","",""
"07/01/2022","19:15:00","0002 NW  SE","54","5","148","12","150","16","150","16","8","83.8","-5.9","75.4","76",""
"07/01/2022","19:15:00","0002 NW  SE","90","5","151","13","152","17","152","17","7","","","","",""
"07/01/2022","19:15:00","0002 NW  SE","145","5","146","14","141","16","141","16","6","","","","",""
"07/01/2022","19:15:00","0002 NW  SE","204","5","146","14","142","17","142","17","5","82.4","","76.4","82",""
"07/01/2022","19:15:00","0006 NW  SE","6","5","","","","","","","","85.2","","76.0","74",""
"07/01/2022","19:15:00","0006 NW  SE","12","5","135","6","119","12","119","12","22","","","","",""
"07/01/2022","19:15:00","0006 NW  SE","54","5","141","9","157","15","152","16","16","83.9","-1.3","76.7","79",""
"07/01/2022","19:15:00","0006 NW  SE","162","5","140","12","149","18","148","21","12","","","","",""
"07/01/2022","19:15:00","0006 NW  SE","204","5","138","14","140","19","150","20","11","82.2","","75.8","81",""
"07/01/2022","19:15:00","SLC 40","150","5","","","","","","","","","","","",""
"07/01/2022","19:15:00","SLC 40","151","5","","","","","","","","","","","",""
"07/01/2022","19:15:00","SLC 40","152","5","","","","","","","","","","","",""
"07/01/2022","19:15:00","SLC 41","50","5","136","10","136","21","136","21","41","","","","",""
"07/01/2022","19:15:00","SLC 41","51","5","139","11","125","18","125","18","11","","","","",""
"07/01/2022","19:15:00","SLC 41","230","5","142","14","142","22","142","22","7","","","","",""
"07/01/2022","19:15:00","SLC 41","231","5","146","15","136","19","140","20","6","","","","",""
"07/01/2022","19:15:00","0110 NW  SE","6","5","","","","","","","","84.9","","75.3","73",""
