"Event Date","Event Time","Tower Measurement Location","Height","Time Interval","Avg Wind Direction","Avg Wind Speed","Peak Wind Direction","Peak Wind Speed","Peak Wind Direction 10 Min","Peak Wind Speed 10 Min","Deviation","Temp","Temperature Difference","Dew Point","Relative Humidity","Barometric Pressure"
"07/07/2022","09:15:00","0002 NW  SE","6","5","","","","","","","","79.2","","74.3","85",""
"07/07/2022","09:15:00","0002 NW  SE","12","5","216","2","215","5","215","5","9","","","","",""
"07/07/2022","09:15:00","0002 NW  SE","54","5","214","5","214","7","220","7","5","","","","",""
"07/07/2022","09:15:00","0002 NW  SE","90","5","209","7","205","8","217","9","4","","","","",""
"07/07/2022","09:15:00","0002 NW  SE","145","5","208","8","208","9","208","9","4","","","","",""
"07/07/2022","09:15:00","0002 NW  SE","204","5","209","8","210","10","210","10","4","79.7","","74.4","84",""
"07/07/2022","09:15:00","0006 NW  SE","6","5","","","","","","","","74.9","","74.6","99",""
"07/07/2022","09:15:00","0006 NW  SE","12","5","0","0","158","2","158","2","19","","","","",""
"07/07/2022","09:15:00","0006 NW  SE","54","5","197","5","197","6","197","6","5","77.8","2.9","75.0","91",""
"07/07/2022","09:15:00","0006 NW  SE","162","5","205","10","205","10","205","10","3","","","","",""
"07/07/2022","09:15:00","0006 NW  SE","204","5","201","9","200","10","200","10","3","80.3","","74.7","83",""
"07/07/2022","09:15:00","SLC 40","150","5","","","","","","","","","","","",""
"07/07/2022","09:15:00","SLC 40","151","5","","","","","","","","","","","",""
"07/07/2022","09:15:00","SLC 40","152","5","","","","","","","","","","","",""
"07/07/2022","09:15:00","SLC 41","50","5","215","5","203","7","203","7","10","","","","",""
"07/07/2022","09:15:00","SLC 41","51","5","226","5","221","6","221","6","10","","","","",""
"07/07/2022","09:15:00","SLC 41","230","5","207","9","201","10","201","10","4","","","","",""
"07/07/2022","09:15:00","SLC 41","231","5","217","8","210","9","214","9","5","","","","",""
"07/07/2022","09:15:00","0110 NW  SE","6","5","","","","","","","","78.6","","75.8","91",""
"07/07/2022","09:15:00","0110 NW  SE","12","5","221","2","234","5","234","5","27","","","","",""
"07/07/2022","09:15:00","0110 NW  SE","54","5","226","6","238","8","238","8","8","78.5","-0.1","75.3","90",""
"07/07/2022","09:15:00","0110 NW  SE","162","5","236","6","231","7","231","7","7","","","","",""
"07/07/2022","09:15:00","0110 NW  SE","204","5","207","7","203","8","203","8","13","78.7","","75.2","89",""
"07/07/2022","09:15:00","0313 NE  SW","6","5","","","","","","","","75.4","","74.2","96","1016.7"
"07/07/2022","09:15:00","0313 NE  SW","12","5","0","0","230","1","168","2","32","","","","",""
"07/07/2022","09:15:00","0313 NE  SW","54","5","204","3","207","6","212","7","8","76.8","1.4","75.9","97",""
"07/07/2022","09:15:00","0313 NE  SW","162","5","211","9","206","10","206","10","4","","","","",""
"07/07/2022","09:15:00","0313 NE  SW","204","5","208","10","209","11","209","11","4","77.9","","75.4","92",""
