"Event Date","Event Time","Tower Measurement Location","Height","Time Interval","Avg Wind Direction","Avg Wind Speed","Peak Wind Direction","Peak Wind Speed","Peak Wind Direction 10 Min","Peak Wind Speed 10 Min","Deviation","Temp","Temperature Difference","Dew Point","Relative Humidity","Barometric Pressure"
"11/12/2021","08:45:00","SLC 40","150","5","","","","","","","","","","","",""
"11/12/2021","08:45:00","SLC 40","151","5","","","","","","","","","","","",""
"11/12/2021","08:45:00","SLC 40","152","5","","","","","","","","","","","",""
"11/12/2021","08:45:00","SLC 41","50","5","222","7","224","11","224","11","26","","","","",""
"11/12/2021","08:45:00","SLC 41","51","5","230","7","228","13","228","13","30","","","","",""
"11/12/2021","08:45:00","SLC 41","230","5","212","9","201","15","201","15","21","","","","",""
"11/12/2021","08:45:00","SLC 41","231","5","219","8","205","13","205","13","24","","","","",""
"11/12/2021","08:45:00","0110 NW  SE","6","5","","","","","","","","67.8","","","",""
"11/12/2021","08:45:00","0110 NW  SE","12","5","205","3","190","8","190","8","26","","","","",""
"11/12/2021","08:45:00","0110 NW  SE","54","5","222","8","220","12","220","12","40","68.8","1.0","68.8","100",""
"11/12/2021","08:45:00","0110 NW  SE","162","5","215","11","225","17","225","17","16","","","","",""
"11/12/2021","08:45:00","0110 NW  SE","204","5","205","11","213","16","213","16","14","68.2","","64.8","89",""
"11/12/2021","08:45:00","0313 NE  SW","6","5","","","","","","","","68.7","","68.7","100","1017.5"
"11/12/2021","08:45:00","0313 NE  SW","12","5","179","3","175","5","180","6","16","","","","",""
"11/12/2021","08:45:00","0313 NE  SW","54","5","177","5","180","7","184","8","14","68.6","-0.1","67.7","97",""
"11/12/2021","08:45:00","0313 NE  SW","162","5","183","7","172","9","180","10","13","","","","",""
"11/12/2021","08:45:00","0313 NE  SW","204","5","186","8","175","9","331","10","12","68.5","","67.3","96",""
"11/12/2021","08:45:00","0313 NE  SW","295","5","","","","","","","","","","","",""
"11/12/2021","08:45:00","0313 NE  SW","394","5","193","17","191","18","180","20","10","","","","",""
"11/12/2021","08:45:00","0313 NE  SW","492","5","","","","","","","","","","","97",""
"11/12/2021","08:45:00","0110 SE  SE","6","5","","","","","","","","68.3","","","",""
"11/12/2021","08:45:00","0110 SE  SE","12","5","213","4","215","9","215","9","27","","","","",""
"11/12/2021","08:45:00","0110 SE  SE","54","5","221","10","221","14","221","14","20","67.9","-0.4","","",""
"11/12/2021","08:45:00","0110 SE  SE","162","5","200","11","211","17","211","17","18","","","","",""
